Scheme Name,AMC Name,Fund Type,Category,Sub Category,Risk Level,Fund Rating,Return 1Y (%),Return 3Y (%),Return 5Y (%),Expense Ratio (%),NAV (₹),AUM (Cr),Fund Age (Years),Min SIP (₹),Min Lumpsum (₹),Fund Manager,Investment Strategy
L&T Diversified Multi Cap Fund - Regular Plan - Growth,L&T Mutual Fund,Equity,Multi Cap,Diversified,High,4,23.07,27.9,23.16,0.43,500.87,392.82,20.0,500,5000,Neelesh Surana,Growth
L&T Index Large Cap Scheme - Regular Plan - IDCW,L&T Mutual Fund,Equity,Large Cap,Index,Moderately High,4,11.83,14.4,16.2,0.39,743.86,2354.17,7.1,1500,25000,Pranav Gokhale,Active
Motilal Oswal Contra Thematic Fund - Direct Plan - Growth,Motilal Oswal Mutual Fund,Equity,Thematic,Contra,High,3,34.36,28.62,27.66,1.66,449.2,435.24,25.7,2500,10000,Nimesh Chandan,GARP
Franklin Templeton Focused Large Cap Plan - Direct Plan - IDCW,Franklin Templeton Mutual Fund,Equity,Large Cap,Focused,Moderate,4,18.24,18.47,17.01,1.64,139.38,1588.2,19.9,5000,10000,Sailesh Raj Bhan,Index
Quant Diversified Multi Cap Scheme - Regular Plan - IDCW,Quant Mutual Fund,Equity,Multi Cap,Diversified,Moderate,4,23.75,16.6,14.07,1.47,594.2,202.8,13.7,1500,1000,Prashant Jain,Blend
SBI Pension Retirement Plan - Direct Plan - IDCW,SBI Mutual Fund,Solution Oriented,Retirement,Pension,Moderately High,4,12.7,13.37,14.06,1.16,477.01,673.65,9.3,1000,10000,Atul Kumar,GARP
HDFC Opportunities Mid Cap Plan - Regular Plan - IDCW,HDFC Mutual Fund,Equity,Mid Cap,Opportunities,Moderately High,3,3.63,10.94,14.64,1.49,531.14,3981.63,18.6,500,5000,Gopal Agrawal,Passive
Franklin Templeton Equity Savings Aggressive Hybrid Fund - Regular Plan - Growth,Franklin Templeton Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,3,20.13,14.2,12.79,1.7,561.34,2069.91,16.2,100,10000,Ankit Agarwal,Passive
Kotak Mahindra Bluechip Large Cap Fund - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Equity,Large Cap,Bluechip,Moderately High,4,,19.82,15.34,1.72,516.06,98.78,26.4,100,500,Dhaval Gada,Passive
Franklin Templeton Banking & PSU Medium Duration Plan - Regular Plan - IDCW,Franklin Templeton Mutual Fund,Debt,Medium Duration,Banking & PSU,Moderate,4,6.63,6.43,8.19,0.97,208.91,2358.55,12.2,1000,500,Chirag Setalvad,Value
Kotak Mahindra Nifty 50 Index Fund Fund - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Other,Index Fund,Nifty 50,Moderately High,3,10.51,17.84,21.91,0.29,372.58,1484.17,17.2,2000,5000,Taher Badshah,Income
HDFC Diversified Multi Cap Plan - Direct Plan - IDCW,HDFC Mutual Fund,Equity,Multi Cap,Diversified,Moderately High,3,23.62,18.32,13.47,0.84,9.94,11944.63,24.1,100,1000,Sankaran Naren,Income
SBI Education Children's Fund Fund - Regular Plan - Growth,SBI Mutual Fund,Solution Oriented,Children's Fund,Education,Moderate,4,9.76,13.69,17.93,1.25,462.95,454.13,21.0,100,5000,Harsha Upadhyaya,Value
ICICI Prudential Education Children's Fund Scheme - Regular Plan - IDCW,ICICI Prudential Mutual Fund,Solution Oriented,Children's Fund,Education,Moderately High,5,12.73,14.84,16.97,0.44,314.04,190.22,1.2,5000,5000,Ashish Kela,Index
PGIM India Tax Saver ELSS Plan - Regular Plan - IDCW,PGIM India Mutual Fund,Equity,ELSS,Tax Saver,High,3,27.24,22.4,27.28,1.02,482.71,670.11,28.1,5000,5000,Pranav Gokhale,Growth
Tata Discovery Small Cap Fund - Direct Plan - Growth,Tata Mutual Fund,Equity,Small Cap,Discovery,Very High,5,37.79,33.71,29.6,1.96,651.98,891.14,15.5,100,5000,Varun Goel,Index
L&T Low Duration Short Duration Plan - Regular Plan - IDCW,L&T Mutual Fund,Debt,Short Duration,Low Duration,Low,1,11.66,5.07,3.75,0.23,245.78,622.58,16.2,2500,25000,Rahul Baijal,Active
Aditya Birla Sun Life Bluechip Large Cap Fund - Regular Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Equity,Large Cap,Bluechip,Moderate,4,7.58,13.48,16.67,1.79,269.0,10068.65,21.7,1000,500,Niket Shah,Active
Franklin Templeton Index Large Cap Plan - Direct Plan - IDCW,Franklin Templeton Mutual Fund,Equity,Large Cap,Index,Moderately High,5,27.06,26.1,25.6,1.27,762.62,118.68,23.9,500,10000,Vetri Subramaniam,GARP
Tata Diversified Multi Cap Scheme - Regular Plan - Growth,Tata Mutual Fund,Equity,Multi Cap,Diversified,High,3,14.84,15.31,13.46,1.52,662.41,2775.61,23.1,500,5000,Gopal Agrawal,Passive
ICICI Prudential Bluechip Large Cap Scheme - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity,Large Cap,Bluechip,Moderate,4,16.35,22.68,25.57,1.1,239.49,624.37,19.8,2500,10000,R. Srinivasan,Value
Aditya Birla Sun Life Ultra Short Liquid Scheme - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Debt,Liquid,Ultra Short,Low,2,-3.67,3.84,3.18,0.33,702.27,1186.41,22.7,1000,5000,Sankaran Naren,Passive
Mirae Asset Opportunities Mid Cap Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,Equity,Mid Cap,Opportunities,Moderately High,5,23.93,28.65,27.36,1.41,22.38,3532.44,21.8,5000,1000,Manish Gunwani,Growth
DSP Equity Arbitrage Arbitrage Scheme - Regular Plan - Growth,DSP Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,1,4.77,5.6,9.11,0.82,236.21,6472.54,17.1,5000,5000,Rajeev Thakkar,GARP
HSBC Consumption Sectoral Plan - Regular Plan - Growth,HSBC Mutual Fund,Equity,Sectoral,Consumption,Very High,4,20.18,13.78,15.66,2.47,615.47,191.14,28.3,5000,5000,Manish Gunwani,Growth
Mahindra Manulife Infrastructure Sectoral Plan - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Equity,Sectoral,Infrastructure,Very High,3,23.64,31.32,33.03,1.44,282.63,1205.74,11.4,2500,5000,Divam Sharma,Active
Nippon India Pharma Sectoral Scheme - Direct Plan - Growth,Nippon India Mutual Fund,Equity,Sectoral,Pharma,Very High,4,30.58,33.62,38.05,0.86,532.88,725.05,20.3,500,1000,Gopal Agrawal,Growth
Kotak Mahindra Index Large Cap Scheme - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Equity,Large Cap,Index,Moderate,4,19.86,14.5,17.12,0.79,430.89,298.77,25.4,1000,5000,Rahul Baijal,Income
Quantum Equity Arbitrage Arbitrage Fund - Regular Plan - Growth,Quantum Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,3,10.87,7.77,12.17,0.64,483.37,1048.87,29.3,500,10000,Dhaval Gada,Passive
HDFC Corporate Bond Medium Duration Scheme - Regular Plan - IDCW,HDFC Mutual Fund,Debt,Medium Duration,Corporate Bond,Moderate,3,8.7,5.12,9.17,0.86,470.4,1632.3,8.9,1500,1000,Sankaran Naren,GARP
JM Financial Gilt Long Duration Plan - Regular Plan - Growth,JM Financial Mutual Fund,Debt,Long Duration,Gilt,Moderately High,2,2.11,7.65,4.72,0.86,109.56,414.26,8.3,1000,1000,Chirag Setalvad,Blend
Kotak Mahindra Equity Arbitrage Arbitrage Fund - Direct Plan - IDCW,Kotak Mahindra Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,5.12,5.31,9.72,0.38,316.58,9230.58,27.1,500,25000,Sankaran Naren,Index
Edelweiss Pension Retirement Plan - Direct Plan - Growth,Edelweiss Mutual Fund,Solution Oriented,Retirement,Pension,Moderately High,4,9.42,13.77,9.02,0.82,120.11,2665.56,21.5,5000,5000,Ajay Tyagi,Value
PGIM India Money Market Short Duration Plan - Direct Plan - IDCW,PGIM India Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,3,,,,0.46,537.0,90.23,2.4,2500,10000,Ankit Agarwal,Income
Invesco Energy Sectoral Scheme - Direct Plan - IDCW,Invesco Mutual Fund,Equity,Sectoral,Energy,Very High,4,37.7,31.06,30.19,1.35,564.48,54.46,28.3,100,5000,Rajeev Thakkar,Active
Quantum Value Thematic Scheme - Direct Plan - Growth,Quantum Mutual Fund,Equity,Thematic,Value,Moderately High,4,21.62,16.88,17.98,0.6,505.16,1172.42,16.1,1000,5000,Ashish Kela,Index
DSP Balanced Dynamic Asset Allocation Fund - Regular Plan - Growth,DSP Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,4,8.02,11.55,8.86,1.62,143.44,141.29,13.1,100,5000,R. Srinivasan,GARP
ICICI Prudential Diversified Multi Cap Scheme - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Equity,Multi Cap,Diversified,High,4,24.6,25.01,23.52,0.98,682.95,14868.16,27.0,2500,10000,Amit Ganatra,Index
Quant Senior Citizen Retirement Scheme - Direct Plan - Growth,Quant Mutual Fund,Solution Oriented,Retirement,Senior Citizen,Moderate,3,16.53,9.29,4.54,0.81,717.47,2086.94,8.6,1500,25000,Vetri Subramaniam,Blend
ICICI Prudential Infrastructure Sectoral Fund - Regular Plan - IDCW,ICICI Prudential Mutual Fund,Equity,Sectoral,Infrastructure,High,3,15.3,13.5,12.88,1.95,716.77,224.47,28.0,2000,500,Roshi Jain,Index
Union Diversified Multi Cap Plan - Direct Plan - Growth,Union Mutual Fund,Equity,Multi Cap,Diversified,Moderate,2,4.74,11.3,11.93,0.58,117.91,2793.4,9.4,500,5000,Chandraprakash Padiyar,Index
Bank of India Growth Mid Cap Plan - Regular Plan - Growth,Bank of India Mutual Fund,Equity,Mid Cap,Growth,Moderately High,5,30.18,25.11,27.72,0.82,202.29,784.83,28.4,500,5000,R. Srinivasan,Value
HSBC Tax Advantage ELSS Fund - Regular Plan - Growth,HSBC Mutual Fund,Equity,ELSS,Tax Advantage,High,4,21.0,17.69,18.57,0.98,446.63,1674.14,22.1,5000,5000,Vetri Subramaniam,Passive
Invesco Diversified Multi Cap Fund - Regular Plan - Growth,Invesco Mutual Fund,Equity,Multi Cap,Diversified,High,4,7.58,8.25,4.57,1.46,177.53,144.47,16.7,100,1000,Vinay Sharma,Blend
Sundaram Tax Saver ELSS Fund - Regular Plan - Growth,Sundaram Mutual Fund,Equity,ELSS,Tax Saver,Moderately High,3,1.33,8.51,,0.71,569.11,699.11,2.5,1000,10000,S. Nagnath,Active
Parag Parikh Growth Mid Cap Plan - Regular Plan - IDCW,Parag Parikh Mutual Fund,Equity,Mid Cap,Growth,Moderately High,4,22.16,22.72,27.24,1.91,625.45,248.94,11.0,500,10000,Niket Shah,GARP
HDFC Pension Retirement Scheme - Regular Plan - IDCW,HDFC Mutual Fund,Solution Oriented,Retirement,Pension,Moderate,3,13.3,12.03,9.35,0.45,756.59,31615.09,9.8,100,5000,Divam Sharma,Passive
Mirae Asset Banking Sectoral Scheme - Direct Plan - IDCW,Mirae Asset Mutual Fund,Equity,Sectoral,Banking,High,3,11.75,6.36,1.64,2.17,119.11,1806.49,5.4,500,1000,Ashish Kela,Value
Invesco 10Y Gilt Long Duration Fund - Regular Plan - IDCW,Invesco Mutual Fund,Debt,Long Duration,10Y Gilt,Moderate,2,0.73,5.88,9.47,0.66,323.65,2539.55,5.5,5000,500,Roshi Jain,Passive
Bank of India Emerging Small Cap Fund - Regular Plan - IDCW,Bank of India Mutual Fund,Equity,Small Cap,Emerging,High,4,37.67,39.86,44.38,2.11,122.76,1611.91,12.1,1000,1000,Manish Gunwani,Active
ICICI Prudential Value Thematic Plan - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity,Thematic,Value,High,4,13.95,12.39,15.38,0.64,95.55,778.44,27.7,500,10000,Pranav Gokhale,Index
Aditya Birla Sun Life Balanced Dynamic Asset Allocation Plan - Regular Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,4,17.39,13.08,12.37,1.46,302.47,3737.61,12.9,2500,1000,Mahesh Patil,Value
Motilal Oswal Sensex Index Fund Scheme - Regular Plan - IDCW,Motilal Oswal Mutual Fund,Other,Index Fund,Sensex,Moderate,3,19.64,12.89,17.22,0.2,640.19,278.61,13.3,500,500,Shreyash Devalkar,Value
Quant Senior Citizen Retirement Scheme - Direct Plan - Growth,Quant Mutual Fund,Solution Oriented,Retirement,Senior Citizen,Moderately High,3,14.41,10.5,10.17,0.65,165.89,10794.32,18.3,1500,1000,Sankaran Naren,Index
Motilal Oswal Overnight Liquid Plan - Direct Plan - IDCW,Motilal Oswal Mutual Fund,Debt,Liquid,Overnight,Low,2,3.83,4.13,-0.43,0.43,791.99,562.61,12.5,2000,500,R. Srinivasan,Passive
Invesco Discovery Mid Cap Scheme - Direct Plan - IDCW,Invesco Mutual Fund,Equity,Mid Cap,Discovery,Moderately High,3,16.68,14.24,15.36,1.66,209.08,3456.82,10.0,1000,1000,Gopal Agrawal,Value
Aditya Birla Sun Life Low Duration Short Duration Scheme - Direct Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Debt,Short Duration,Low Duration,Low,2,3.83,4.59,8.4,0.45,672.94,5486.9,17.9,1500,500,Ankit Agarwal,Index
HDFC Tax Saver ELSS Plan - Direct Plan - IDCW,HDFC Mutual Fund,Equity,ELSS,Tax Saver,Moderately High,4,20.88,20.78,19.77,0.68,338.03,85.55,27.8,5000,10000,Chandraprakash Padiyar,Index
Quantum Tax Advantage ELSS Scheme - Regular Plan - Growth,Quantum Mutual Fund,Equity,ELSS,Tax Advantage,High,5,25.15,24.67,26.71,0.89,753.99,364.27,16.1,500,1000,Rajeev Thakkar,Index
Motilal Oswal Equity Savings Aggressive Hybrid Scheme - Direct Plan - Growth,Motilal Oswal Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,5,6.08,12.48,14.22,0.41,384.43,2284.19,29.4,500,1000,Anish Tawakley,Value
UTI Overnight Liquid Fund - Direct Plan - Growth,UTI Mutual Fund,Debt,Liquid,Overnight,Low,4,6.39,6.27,6.23,0.47,712.85,186.86,23.7,1500,1000,Sankaran Naren,Index
JM Financial Banking Sectoral Fund - Direct Plan - IDCW,JM Financial Mutual Fund,Equity,Sectoral,Banking,Very High,3,18.29,,22.15,1.47,666.66,820.56,1.0,500,5000,R. Srinivasan,Blend
Canara Robeco Balanced Dynamic Asset Allocation Fund - Regular Plan - IDCW,Canara Robeco Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderately High,4,10.04,8.09,3.34,0.96,788.88,4209.91,3.5,2000,5000,Pranav Gokhale,Blend
Bank of India Discovery Mid Cap Fund - Regular Plan - IDCW,Bank of India Mutual Fund,Equity,Mid Cap,Discovery,High,4,24.16,17.68,21.37,0.78,72.3,118.71,20.3,2000,5000,Gopal Agrawal,Index
Mahindra Manulife Growth Mid Cap Plan - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Equity,Mid Cap,Growth,High,3,,13.33,10.45,1.77,54.4,6170.27,6.9,2500,5000,Jinesh Gopani,Value
IDFC International Fund of Funds Plan - Direct Plan - IDCW,IDFC Mutual Fund,Other,Fund of Funds,International,Moderately High,3,13.61,10.36,7.19,1.03,583.08,4378.52,18.3,2500,1000,R. Srinivasan,Passive
Bank of India Discovery Mid Cap Plan - Direct Plan - Growth,Bank of India Mutual Fund,Equity,Mid Cap,Discovery,High,3,25.17,23.94,20.6,1.04,280.0,502.23,12.3,1500,5000,Amit Ganatra,Income
Canara Robeco Income Conservative Hybrid Scheme - Direct Plan - IDCW,Canara Robeco Mutual Fund,Hybrid,Conservative Hybrid,Income,Low to Moderate,3,15.43,,6.32,0.8,631.27,23232.26,2.1,500,5000,Atul Kumar,Index
Mahindra Manulife Contra Thematic Fund - Regular Plan - IDCW,Mahindra Manulife Mutual Fund,Equity,Thematic,Contra,High,4,20.3,12.31,10.39,1.99,543.58,21766.81,10.6,100,1000,Sailesh Raj Bhan,Value
Edelweiss Low Duration Short Duration Scheme - Regular Plan - Growth,Edelweiss Mutual Fund,Debt,Short Duration,Low Duration,Low,3,13.49,7.36,3.96,0.4,273.5,1288.0,25.7,500,500,Varun Goel,Active
Aditya Birla Sun Life Diversified Multi Cap Scheme - Direct Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Equity,Multi Cap,Diversified,High,4,26.32,24.28,23.04,0.63,569.78,518.11,25.7,1000,10000,Manish Gunwani,Index
Axis Corporate Credit Risk Fund - Regular Plan - IDCW,Axis Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,3,0.57,5.11,0.8,1.07,607.13,17538.67,29.2,5000,5000,Taher Badshah,Passive
Invesco Diversified Multi Cap Scheme - Direct Plan - Growth,Invesco Mutual Fund,Equity,Multi Cap,Diversified,Moderately High,5,21.85,27.83,26.76,1.76,725.75,2465.2,15.4,500,10000,Roshi Jain,Growth
UTI High Yield Credit Risk Fund - Regular Plan - Growth,UTI Mutual Fund,Debt,Credit Risk,High Yield,Moderate,3,14.57,9.25,5.47,1.31,389.17,40.94,15.5,500,10000,Sohini Andani,Value
Nippon India Pension Retirement Fund - Regular Plan - IDCW,Nippon India Mutual Fund,Solution Oriented,Retirement,Pension,Moderate,2,18.73,11.48,8.28,1.2,651.29,129.88,20.5,100,5000,Ajay Tyagi,Active
Mirae Asset Low Duration Short Duration Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,Debt,Short Duration,Low Duration,Low,3,12.03,6.26,9.48,0.27,680.08,111.64,26.2,500,5000,Gopal Agrawal,Income
PGIM India Tax Saver ELSS Fund - Direct Plan - IDCW,PGIM India Mutual Fund,Equity,ELSS,Tax Saver,High,5,21.99,25.78,20.82,1.24,87.38,494.17,22.8,500,10000,R. Srinivasan,Value
Bandhan Index Large Cap Scheme - Direct Plan - Growth,Bandhan Mutual Fund,Equity,Large Cap,Index,Moderately High,4,10.26,16.87,14.74,1.47,128.06,2945.25,20.6,2000,25000,S. Nagnath,Growth
Aditya Birla Sun Life Multi Asset Dynamic Asset Allocation Fund - Direct Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Hybrid,Dynamic Asset Allocation,Multi Asset,Moderate,2,3.32,7.31,11.26,1.4,514.53,1553.54,20.1,100,1000,Swarup Mohanty,Income
PGIM India Diversified Multi Cap Plan - Regular Plan - IDCW,PGIM India Mutual Fund,Equity,Multi Cap,Diversified,Moderate,2,13.53,8.98,10.77,1.16,720.61,167.16,26.2,5000,1000,Divam Sharma,Income
JM Financial Regular Savings Conservative Hybrid Scheme - Direct Plan - IDCW,JM Financial Mutual Fund,Hybrid,Conservative Hybrid,Regular Savings,Moderate,2,2.69,8.6,5.75,1.09,312.95,245.08,25.2,1500,500,Swarup Mohanty,Growth
Quant Pension Retirement Fund - Direct Plan - IDCW,Quant Mutual Fund,Solution Oriented,Retirement,Pension,Moderate,4,12.1,14.06,16.95,0.79,140.34,950.78,27.2,500,1000,Swarup Mohanty,Active
Bandhan Energy Sectoral Plan - Regular Plan - Growth,Bandhan Mutual Fund,Equity,Sectoral,Energy,Very High,4,17.37,,,2.07,262.53,612.34,1.6,2000,1000,Dhaval Gada,Income
Mirae Asset Gift Children's Fund Scheme - Regular Plan - Growth,Mirae Asset Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderate,3,9.37,8.54,,0.47,47.54,959.29,10.6,100,5000,Vinay Sharma,Active
Axis Contra Thematic Scheme - Regular Plan - IDCW,Axis Mutual Fund,Equity,Thematic,Contra,Moderately High,5,36.65,30.08,32.24,1.99,261.16,12276.47,11.7,500,25000,Kalpen Parekh,Value
HDFC High Yield Credit Risk Fund - Direct Plan - Growth,HDFC Mutual Fund,Debt,Credit Risk,High Yield,Moderate,3,8.45,8.74,7.75,1.49,658.33,13310.23,8.5,2500,5000,Pranav Gokhale,Income
Mirae Asset Tax Saver ELSS Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,Equity,ELSS,Tax Saver,Moderately High,4,14.2,15.75,10.92,1.72,292.48,536.95,17.6,1000,5000,Pranav Gokhale,Blend
Kotak Mahindra Diversified Multi Cap Fund - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Equity,Multi Cap,Diversified,High,2,18.09,11.85,12.94,1.92,799.01,124.36,25.8,500,25000,Atul Kumar,GARP
Aditya Birla Sun Life Gold Fund of Funds Scheme - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Other,Fund of Funds,Gold,Moderately High,4,18.42,13.7,16.52,0.73,462.82,274.13,25.1,100,500,Amit Ganatra,Growth
Aditya Birla Sun Life Ultra Short Liquid Plan - Regular Plan - Growth,Aditya Birla Sun Life Mutual Fund,Debt,Liquid,Ultra Short,Low,3,0.47,3.08,-0.48,0.19,725.15,4484.74,16.3,500,10000,Mahesh Patil,Value
SBI Contra Thematic Plan - Regular Plan - Growth,SBI Mutual Fund,Equity,Thematic,Contra,High,3,5.22,9.43,9.46,0.89,758.5,110.54,14.2,1000,10000,Rahul Baijal,Index
JM Financial Focused Large Cap Fund - Direct Plan - IDCW,JM Financial Mutual Fund,Equity,Large Cap,Focused,Moderately High,5,19.85,22.59,24.12,0.72,460.03,311.83,14.2,1000,10000,Rahul Baijal,Value
Canara Robeco Senior Citizen Retirement Scheme - Direct Plan - Growth,Canara Robeco Mutual Fund,Solution Oriented,Retirement,Senior Citizen,Moderate,4,8.45,15.01,11.33,0.95,92.44,177.86,10.7,2500,10000,Niket Shah,Growth
Union Pharma Sectoral Scheme - Direct Plan - IDCW,Union Mutual Fund,Equity,Sectoral,Pharma,Very High,3,33.36,26.17,31.14,1.25,482.42,327.09,6.6,1000,5000,Gopal Agrawal,Index
Axis Dynamic Multi Cap Plan - Direct Plan - IDCW,Axis Mutual Fund,Equity,Multi Cap,Dynamic,Moderately High,3,12.8,9.67,7.2,0.9,103.9,13572.5,26.0,500,5000,Gopal Agrawal,Passive
Mahindra Manulife Corporate Bond Medium Duration Plan - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Debt,Medium Duration,Corporate Bond,Low to Moderate,3,8.4,7.29,6.39,0.43,598.15,270.51,9.5,2500,500,Taher Badshah,Growth
Bank of India 10Y Gilt Long Duration Scheme - Direct Plan - Growth,Bank of India Mutual Fund,Debt,Long Duration,10Y Gilt,Moderately High,3,10.04,6.7,7.93,0.88,573.53,3011.55,9.1,5000,5000,Dhaval Gada,Growth
DSP Bluechip Large Cap Scheme - Direct Plan - IDCW,DSP Mutual Fund,Equity,Large Cap,Bluechip,Moderate,5,13.68,16.76,21.61,1.52,138.41,547.79,16.2,1500,5000,Jinesh Gopani,Value
Invesco Multi Asset Dynamic Asset Allocation Scheme - Direct Plan - IDCW,Invesco Mutual Fund,Hybrid,Dynamic Asset Allocation,Multi Asset,Moderately High,3,10.29,14.84,13.83,1.11,649.68,691.89,25.3,500,25000,Niket Shah,Income
Kotak Mahindra Education Children's Fund Plan - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Solution Oriented,Children's Fund,Education,Moderate,4,15.71,12.6,8.72,1.02,204.96,20528.91,8.1,1500,5000,Harsha Upadhyaya,Index
Union Bluechip Large Cap Plan - Regular Plan - Growth,Union Mutual Fund,Equity,Large Cap,Bluechip,Moderate,3,0.55,8.2,3.28,0.47,197.68,246.59,7.0,1000,25000,Sohini Andani,Value
JM Financial International Fund of Funds Plan - Direct Plan - Growth,JM Financial Mutual Fund,Other,Fund of Funds,International,Moderately High,3,2.24,8.2,8.66,1.33,545.02,2444.32,21.6,1500,1000,Taher Badshah,Passive
Baroda BNP Paribas Equity Arbitrage Arbitrage Scheme - Direct Plan - IDCW,Baroda BNP Paribas Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,12.6,6.67,10.37,0.66,348.45,77.28,19.4,2500,1000,Ajay Tyagi,Growth
IDFC Equity Arbitrage Arbitrage Fund - Direct Plan - IDCW,IDFC Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,11.89,4.02,0.85,0.58,698.65,902.79,4.4,2500,25000,Amit Ganatra,Growth
Bandhan Discovery Mid Cap Plan - Direct Plan - IDCW,Bandhan Mutual Fund,Equity,Mid Cap,Discovery,Moderately High,4,12.25,14.43,13.16,1.99,795.89,109.42,3.9,1000,5000,Ankit Agarwal,Blend
PGIM India Equity Savings Aggressive Hybrid Plan - Direct Plan - IDCW,PGIM India Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,4,0.26,7.78,3.83,1.75,753.16,559.27,7.6,500,5000,Jinesh Gopani,Income
Union Corporate Credit Risk Fund - Regular Plan - IDCW,Union Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,4,3.97,8.42,10.99,0.81,738.33,596.35,19.9,500,1000,Vetri Subramaniam,Value
Invesco Banking Sectoral Plan - Direct Plan - Growth,Invesco Mutual Fund,Equity,Sectoral,Banking,High,4,37.11,32.02,29.92,1.18,749.28,8841.28,23.3,500,1000,Jinesh Gopani,Income
UTI Gift Children's Fund Plan - Regular Plan - Growth,UTI Mutual Fund,Solution Oriented,Children's Fund,Gift,Moderately High,5,6.47,12.87,13.76,1.26,81.92,797.62,5.6,100,1000,Sankaran Naren,GARP
Bank of India Dynamic Multi Cap Fund - Direct Plan - Growth,Bank of India Mutual Fund,Equity,Multi Cap,Dynamic,High,3,27.25,21.06,22.77,1.97,57.92,2734.92,26.5,2500,500,Sohini Andani,Blend
Quant Equity Savings Aggressive Hybrid Fund - Regular Plan - IDCW,Quant Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,Moderately High,5,9.37,15.45,15.77,0.9,635.44,666.61,22.9,2500,1000,Sohini Andani,Growth
