Scheme Name,AMC Name,Fund Type,Category,Sub Category,Risk Level,Fund Rating,Return 1Y (%),Return 3Y (%),Return 5Y (%),Expense Ratio (%),NAV (₹),AUM (Cr),Fund Age (Years),Min SIP (₹),Min Lumpsum (₹),Fund Manager,Investment Strategy,Norm_Return_1Y,Norm_Return_3Y,Norm_Return_5Y,Norm_Expense_Ratio,Norm_Fund_Age,Norm_AUM,Score,Rank
Baroda BNP Paribas Money Market Short Duration Plan - Direct Plan - IDCW,Baroda BNP Paribas Mutual Fund,Debt,Short Duration,Money Market,Low to Moderate,3,-0.67,6.72,7.78,0.49,91.78,2577.66,16.7,5000,25000,Prashant Jain,Active,0.07703435804701626,0.10426540284360189,0.18853937086756156,0.1631799163179916,0.5491525423728814,0.010296902921012544,40.72,1504
Union Corporate Credit Risk Fund - Regular Plan - IDCW,Union Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,4,3.97,8.42,10.99,0.81,738.33,596.35,19.9,500,1000,Vetri Subramaniam,Value,0.16094032549728754,0.14454976303317535,0.2528551392506511,0.29707112970711297,0.6576271186440678,0.0023715529171544902,40.71,1505
Aditya Birla Sun Life Equity Arbitrage Arbitrage Scheme - Regular Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,11.77,5.28,5.77,0.34,398.48,756.25,2.9,2500,500,Vinay Sharma,Value,0.3019891500904159,0.07014218009478673,0.1482668803846924,0.10041841004184102,0.08135593220338982,0.0030111617949257134,40.71,1506
Axis Equity Arbitrage Arbitrage Plan - Direct Plan - Growth,Axis Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,1,0.18,4.8,6.68,0.38,355.43,1449.18,23.6,5000,5000,Divam Sharma,Passive,0.09240506329113923,0.05876777251184833,0.1664996994590262,0.11715481171548117,0.7830508474576272,0.005782920266933306,40.67,1507
Axis Dynamic Bond Long Duration Scheme - Direct Plan - IDCW,Axis Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderate,3,11.75,4.25,7.24,0.56,784.14,2525.88,18.3,2500,500,Anish Tawakley,GARP,0.301627486437613,0.04573459715639811,0.1777198958124624,0.19246861924686193,0.6033898305084746,0.010089780046147042,40.67,1508
IDFC Dynamic Multi Cap Fund - Direct Plan - IDCW,IDFC Mutual Fund,Equity,Multi Cap,Dynamic,Moderately High,3,8.0,10.19,10.2,0.47,283.99,3688.06,5.8,1000,1000,Niket Shah,Index,0.2338155515370705,0.18649289099526065,0.23702664796633938,0.15481171548117154,0.1796610169491525,0.014738564571276251,40.67,1509
Bank of India Balanced Dynamic Asset Allocation Fund - Direct Plan - Growth,Bank of India Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,4,10.05,17.11,12.23,1.38,229.2,2541.28,3.5,500,1000,Kalpen Parekh,Passive,0.2708860759493671,0.350473933649289,0.2776998597475456,0.5355648535564853,0.1016949152542373,0.01015138090116691,40.65,1510
Mahindra Manulife Ultra Short Liquid Scheme - Regular Plan - IDCW,Mahindra Manulife Mutual Fund,Debt,Liquid,Ultra Short,Low,1,10.33,4.82,0.8,0.3,126.84,2614.79,10.1,500,5000,Gopal Agrawal,Blend,0.2759493670886076,0.05924170616113745,0.048687637747946294,0.08368200836820083,0.3254237288135593,0.010445424982498758,40.63,1511
Motilal Oswal 10Y Gilt Long Duration Plan - Direct Plan - IDCW,Motilal Oswal Mutual Fund,Debt,Long Duration,10Y Gilt,Moderate,3,11.87,4.28,7.57,0.42,738.06,296.15,13.8,500,5000,Vetri Subramaniam,GARP,0.3037974683544304,0.046445497630331754,0.18433179723502302,0.13389121338912133,0.45084745762711864,0.0011707362498191475,40.63,1512
Quant Equity Arbitrage Arbitrage Fund - Direct Plan - IDCW,Quant Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,2.13,4.06,2.43,0.22,106.5,243.89,12.7,5000,500,Rohit Singhania,Growth,0.12766726943942133,0.04123222748815165,0.08134642356241234,0.050209205020920494,0.4135593220338983,0.0009616933483036744,40.62,1513
HDFC Equity Arbitrage Arbitrage Fund - Direct Plan - IDCW,HDFC Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,-2.24,4.08,2.67,0.32,67.65,16746.86,19.4,2000,10000,Divam Sharma,GARP,0.048643761301989136,0.041706161137440766,0.0861550791424564,0.09205020920502091,0.6406779661016949,0.06697448960591573,40.61,1514
ICICI Prudential Diversified Multi Cap Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity,Multi Cap,Diversified,Moderate,2,4.68,17.09,17.34,0.74,232.36,7040.09,0.9,1500,5000,Dhaval Gada,Index,0.17377938517179023,0.35,0.3800841514726507,0.26778242677824265,0.013559322033898306,0.02814687067856502,40.58,1515
Parag Parikh Pharma Sectoral Plan - Direct Plan - Growth,Parag Parikh Mutual Fund,Equity,Sectoral,Pharma,Very High,4,20.35,12.4,11.66,1.4,137.59,993.64,23.9,100,1000,Chandraprakash Padiyar,Active,0.4571428571428572,0.23886255924170616,0.2662793027449408,0.5439330543933054,0.7932203389830509,0.003960734975001453,40.57,1516
Aditya Birla Sun Life Ultra Short Liquid Scheme - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Debt,Liquid,Ultra Short,Low,2,-3.67,3.84,3.18,0.33,702.27,1186.41,22.7,1000,5000,Sankaran Naren,Passive,0.022784810126582275,0.03601895734597157,0.09637347225005008,0.09623430962343096,0.752542372881356,0.0047318256777404075,40.56,1517
Aditya Birla Sun Life MNC Thematic Fund - Regular Plan - Growth,Aditya Birla Sun Life Mutual Fund,Equity,Thematic,MNC,Moderately High,4,13.0,12.88,11.3,1.42,50.34,34.85,16.3,500,10000,Sankaran Naren,Active,0.32423146473779385,0.2502369668246445,0.25906631937487473,0.5523012552301255,0.5355932203389832,0.00012552174224178233,40.56,1518
Mahindra Manulife Education Children's Fund Scheme - Regular Plan - Growth,Mahindra Manulife Mutual Fund,Solution Oriented,Children's Fund,Education,Moderate,3,10.88,12.36,12.335,0.72,331.93,205.88,1.3,500,5000,S. Nagnath,Value,0.2858951175406872,0.23791469194312795,0.27980364656381485,0.25941422594142255,0.02711864406779661,0.000809651237959183,40.54,1519
Quantum Banking & PSU Medium Duration Plan - Direct Plan - IDCW,Quantum Mutual Fund,Debt,Medium Duration,Banking & PSU,Moderate,3,1.37,7.08,6.92,0.49,401.38,386.81,19.1,1500,500,Sohini Andani,Income,0.11392405063291139,0.11279620853080569,0.17130835503907027,0.1631799163179916,0.6305084745762712,0.0015333812833322128,40.54,1520
ICICI Prudential Banking Sectoral Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity,Sectoral,Banking,Very High,4,22.53,15.03,16.98,1.3,160.52,875.25,11.0,2500,25000,Ajay Tyagi,Growth,0.49656419529837253,0.3011848341232227,0.3728711681025846,0.502092050209205,0.3559322033898305,0.0034871684018974182,40.52,1521
HDFC Corporate Credit Risk Plan - Direct Plan - IDCW,HDFC Mutual Fund,Debt,Credit Risk,Corporate,Moderate,2,11.55,7.67,4.95,0.56,245.54,341.7,14.5,100,5000,Anish Tawakley,GARP,0.2980108499095841,0.12677725118483413,0.13183730715287517,0.19246861924686193,0.4745762711864407,0.0013529387787902497,40.48,1522
Axis Index Large Cap Scheme - Direct Plan - Growth,Axis Mutual Fund,Equity,Large Cap,Index,Moderately High,4,19.8,12.96,17.28,1.38,614.48,1147.93,7.3,1000,25000,Chandraprakash Padiyar,Passive,0.4471971066907776,0.25213270142180094,0.3788819875776397,0.5355648535564853,0.23050847457627116,0.0045779035413011536,40.47,1523
IDFC Balanced Dynamic Asset Allocation Plan - Direct Plan - Growth,IDFC Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,4,15.03,11.31,8.64,1.54,474.04,403.11,19.0,500,10000,Roshi Jain,Growth,0.36094032549728755,0.21303317535545027,0.20577038669605285,0.602510460251046,0.6271186440677966,0.001598582188320774,40.46,1524
Axis Overnight Liquid Scheme - Direct Plan - IDCW,Axis Mutual Fund,Debt,Liquid,Overnight,Low,1,8.32,3.48,0.95,0.46,729.37,1149.68,20.5,100,10000,Rahul Baijal,Value,0.2396021699819168,0.027488151658767772,0.05169304748547384,0.1506276150627615,0.6779661016949153,0.004584903638462502,40.43,1525
JM Financial Overnight Liquid Plan - Regular Plan - IDCW,JM Financial Mutual Fund,Debt,Liquid,Overnight,Low,1,8.79,5.83,5.99,0.29,323.07,600.79,8.2,2500,1000,Roshi Jain,Income,0.2481012658227848,0.08317535545023697,0.15267481466639948,0.07949790794979078,0.2610169491525423,0.0023893131636667114,40.42,1526
UTI Income Conservative Hybrid Fund - Regular Plan - IDCW,UTI Mutual Fund,Hybrid,Conservative Hybrid,Income,Low to Moderate,3,12.67,7.11,9.7,0.66,345.83,447.89,6.0,1000,5000,Mahesh Patil,Blend,0.3182640144665461,0.11350710900473934,0.22700861550791418,0.23430962343096234,0.1864406779661017,0.0017777046745408827,40.42,1527
Motilal Oswal Equity Arbitrage Arbitrage Fund - Regular Plan - Growth,Motilal Oswal Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,3,4.06,4.26,-0.4,0.25,725.9,328.73,4.6,2000,5000,R. Srinivasan,Active,0.16256781193490055,0.04597156398104265,0.0246443598477259,0.06276150627615062,0.1389830508474576,0.0013010580586858547,40.41,1528
Parag Parikh Education Children's Fund Plan - Direct Plan - IDCW,Parag Parikh Mutual Fund,Solution Oriented,Children's Fund,Education,Moderately High,3,10.56,12.72,16.45,0.83,273.33,549.0,6.6,1000,5000,Vinay Sharma,Active,0.2801084990958409,0.24644549763033177,0.3622520536966539,0.305439330543933,0.20677966101694914,0.0021821502882460007,40.4,1529
ICICI Prudential Balanced Advantage Aggressive Hybrid Plan - Direct Plan - Growth,ICICI Prudential Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,Moderately High,5,24.57,14.87,20.68,1.7,271.46,660.62,0.7,100,5000,Prashant Jain,Passive,0.5334538878842676,0.2973933649289099,0.44700460829493077,0.6694560669456067,0.00677966101694915,0.002628636485474418,40.4,1530
HDFC Banking & PSU Medium Duration Plan - Regular Plan - Growth,HDFC Mutual Fund,Debt,Medium Duration,Banking & PSU,Moderate,3,2.16,6.02,5.9,0.76,104.07,485.64,29.2,1000,5000,Sailesh Raj Bhan,GARP,0.12820976491862568,0.0876777251184834,0.15087156882388297,0.27615062761506276,0.9728813559322034,0.0019287067704499739,40.4,1531
HSBC Pension Retirement Plan - Direct Plan - IDCW,HSBC Mutual Fund,Solution Oriented,Retirement,Pension,Moderate,3,9.44,11.81,9.14,1.08,411.13,300.43,15.0,5000,1000,Neelesh Surana,Active,0.2598553345388788,0.22488151658767772,0.21578841915447805,0.4100418410041841,0.4915254237288135,0.0011878564874480458,40.35,1532
Invesco High Yield Credit Risk Plan - Direct Plan - IDCW,Invesco Mutual Fund,Debt,Credit Risk,High Yield,Moderate,2,3.61,8.64,10.59,0.57,233.47,1253.68,20.2,500,25000,Sankaran Naren,Index,0.15443037974683543,0.14976303317535547,0.244840713283911,0.19665271966527192,0.6677966101694915,0.005000909412622647,40.35,1533
UTI High Yield Credit Risk Scheme - Regular Plan - IDCW,UTI Mutual Fund,Debt,Credit Risk,High Yield,Moderately High,3,16.44,10.41,5.88,0.8,359.11,2103.15,5.6,1000,5000,Rajeev Thakkar,Passive,0.38643761301989155,0.19170616113744077,0.15047084752554596,0.2928870292887029,0.17288135593220336,0.008398836575851673,40.33,1534
Kotak Mahindra Equity Savings Aggressive Hybrid Scheme - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,4,7.84,13.38,18.14,0.74,576.41,97.43,4.7,1500,5000,Neelesh Surana,Value,0.23092224231464736,0.262085308056872,0.396113003406131,0.26778242677824265,0.1423728813559322,0.0003758452167316083,40.31,1535
ICICI Prudential Equity Arbitrage Arbitrage Plan - Regular Plan - Growth,ICICI Prudential Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,-0.75,6.73,3.07,0.71,532.78,2658.57,22.5,2000,1000,Dhaval Gada,Index,0.07558770343580469,0.10450236966824647,0.09416950510919653,0.25523012552301255,0.7457627118644068,0.010620547413198097,40.3,1536
ICICI Prudential Money Market Short Duration Plan - Direct Plan - IDCW,ICICI Prudential Mutual Fund,Debt,Short Duration,Money Market,Low,2,-0.59,5.16,1.73,0.58,699.32,185.17,22.8,1500,10000,Anish Tawakley,GARP,0.07848101265822784,0.06729857819905213,0.0673211781206171,0.20083682008368198,0.7559322033898306,0.0007268100881240232,40.28,1537
Bandhan High Yield Credit Risk Plan - Direct Plan - IDCW,Bandhan Mutual Fund,Debt,Credit Risk,High Yield,Moderately High,3,13.71,9.39,14.14,1.07,278.58,1419.96,19.6,1000,1000,Manish Gunwani,GARP,0.33707052441229657,0.1675355450236967,0.3159687437387297,0.40585774058577406,0.6474576271186442,0.005666038644616387,40.27,1538
DSP Balanced Dynamic Asset Allocation Plan - Regular Plan - Growth,DSP Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,4,7.35,13.01,10.98,1.08,555.41,1296.65,7.7,2500,5000,Manish Gunwani,Value,0.22206148282097649,0.2533175355450237,0.2526547786014826,0.4100418410041841,0.24406779661016947,0.0051727917983501615,40.26,1539
Aditya Birla Sun Life Corporate Credit Risk Scheme - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,3,5.23,6.97,4.59,0.84,333.27,1263.69,28.3,1500,500,Rajeev Thakkar,Index,0.1837251356238698,0.11018957345971564,0.12462432378280903,0.30962343096234307,0.9423728813559322,0.005040949968385561,40.26,1540
Sundaram Equity Savings Aggressive Hybrid Plan - Regular Plan - IDCW,Sundaram Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,Moderately High,4,3.79,7.5,7.2,0.51,567.08,3258.6,12.1,500,500,Rahul Baijal,Index,0.15768535262206146,0.12274881516587677,0.17691845321578842,0.17154811715481172,0.3932203389830508,0.013020700727326097,40.24,1541
Bandhan Low Duration Short Duration Fund - Direct Plan - IDCW,Bandhan Mutual Fund,Debt,Short Duration,Low Duration,Low,2,2.76,5.98,2.17,0.45,30.59,669.76,12.8,5000,10000,Anish Tawakley,Growth,0.13905967450271248,0.08672985781990522,0.07613704668403123,0.14644351464435146,0.4169491525423729,0.0026651969929342616,40.24,1542
SBI Overnight Liquid Plan - Direct Plan - IDCW,SBI Mutual Fund,Debt,Liquid,Overnight,Low,3,8.0,6.39,4.21,0.5,192.01,379.49,1.7,500,500,Chandraprakash Padiyar,Active,0.2338155515370705,0.09644549763033175,0.11701061911440591,0.16736401673640167,0.04067796610169491,0.0015041008769201719,40.23,1543
L&T Equity Savings Aggressive Hybrid Scheme - Regular Plan - Growth,L&T Mutual Fund,Hybrid,Aggressive Hybrid,Equity Savings,High,5,18.57,14.04,14.655000000000001,1.25,551.6,817.18,1.0,100,500,Manish Gunwani,Growth,0.42495479204339964,0.27772511848341225,0.3262873171709076,0.4811715481171548,0.01694915254237288,0.003254885177806268,40.23,1544
UTI Equity Arbitrage Arbitrage Fund - Regular Plan - Growth,UTI Mutual Fund,Hybrid,Arbitrage,Equity Arbitrage,Low,2,11.04,4.8,2.67,0.49,54.01,1166.05,8.4,500,500,Atul Kumar,Blend,0.2887884267631103,0.05876777251184833,0.0861550791424564,0.1631799163179916,0.2677966101694915,0.004650384547337517,40.21,1545
IDFC Money Market Short Duration Scheme - Regular Plan - IDCW,IDFC Mutual Fund,Debt,Short Duration,Money Market,Low,4,0.34,7.16,4.08,0.53,758.09,125.88,2.7,1000,5000,Sailesh Raj Bhan,GARP,0.09529837251356238,0.1146919431279621,0.11440593067521537,0.1799163179916318,0.07457627118644068,0.0004896467962975326,40.21,1546
Axis Tax Saver ELSS Fund - Direct Plan - IDCW,Axis Mutual Fund,Equity,ELSS,Tax Saver,Moderately High,3,13.92,14.97,17.71,1.4,714.88,4922.49,13.6,500,1000,Ashish Kela,Income,0.34086799276672697,0.2997630331753554,0.38749749549188534,0.5439330543933054,0.4440677966101695,0.019676353107781135,40.21,1547
L&T Balanced Dynamic Asset Allocation Scheme - Direct Plan - IDCW,L&T Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,2,15.48,11.57,12.76,1.52,349.99,820.61,28.3,1500,1000,Chirag Setalvad,Passive,0.36907775768535267,0.21919431279620852,0.2883189741534762,0.5941422594142259,0.9423728813559322,0.003268605368242511,40.2,1548
Nippon India Balanced Dynamic Asset Allocation Scheme - Regular Plan - IDCW,Nippon India Mutual Fund,Hybrid,Dynamic Asset Allocation,Balanced,Moderate,3,16.51,13.32,16.7,1.52,769.05,1832.63,16.3,500,5000,Harsha Upadhyaya,GARP,0.3877034358047017,0.2606635071090047,0.3672610699258665,0.5941422594142259,0.5355932203389832,0.007316741556372803,40.18,1549
SBI Dynamic Bond Long Duration Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,Long Duration,Dynamic Bond,Moderate,3,2.92,6.62,8.62,0.41,50.03,3211.99,15.2,1000,10000,Rajeev Thakkar,Value,0.14195298372513562,0.1018957345971564,0.20536966539771584,0.12970711297071127,0.4983050847457627,0.012834258139502976,40.18,1550
Quant Low Duration Short Duration Fund - Regular Plan - Growth,Quant Mutual Fund,Debt,Short Duration,Low Duration,Low,3,6.12,6.17,2.52,0.5,141.93,80.74,4.2,1000,25000,Atul Kumar,GARP,0.19981916817359857,0.09123222748815166,0.08314966940492885,0.16736401673640167,0.12542372881355932,0.0003090842900899465,40.17,1551
UTI Ultra Short Liquid Fund - Direct Plan - Growth,UTI Mutual Fund,Debt,Liquid,Ultra Short,Low,2,-4.93,3.05,4.21,0.18,159.97,14315.06,19.8,500,5000,Ashish Kela,Passive,0.0,0.017298578199052138,0.11701061911440591,0.033472803347280325,0.6542372881355933,0.05724715459050572,40.13,1552
Bandhan Tax Advantage ELSS Fund - Direct Plan - IDCW,Bandhan Mutual Fund,Equity,ELSS,Tax Advantage,High,3,14.04,10.32,8.53,0.9,524.64,762.21,17.0,100,5000,Amit Ganatra,Income,0.3430379746835443,0.18957345971563982,0.20356641955519933,0.33472803347280333,0.5593220338983051,0.0030350021258295067,40.13,1553
Mirae Asset Gilt Long Duration Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,Debt,Long Duration,Gilt,Moderately High,3,10.49,9.58,10.3,0.55,617.44,3405.29,6.0,1500,1000,Niket Shah,Growth,0.27884267631103077,0.17203791469194313,0.2390302544580244,0.1882845188284519,0.1864406779661017,0.01360746887166794,40.13,1554
HSBC Dynamic Multi Cap Fund - Regular Plan - IDCW,HSBC Mutual Fund,Equity,Multi Cap,Dynamic,Moderately High,2,16.85,10.34,15.32,0.66,51.18,557.74,6.5,2000,25000,Nimesh Chandan,Value,0.39385171790235085,0.1900473933649289,0.33961130034061304,0.23430962343096234,0.20338983050847456,0.002217110773497536,40.11,1555
Nippon India Focused Large Cap Fund - Regular Plan - IDCW,Nippon India Mutual Fund,Equity,Large Cap,Focused,Moderate,4,14.52,11.62,8.43,1.09,569.56,4496.96,3.7,2500,10000,Varun Goel,GARP,0.35171790235081374,0.22037914691943125,0.2015628130635143,0.41422594142259417,0.10847457627118644,0.01797420948202761,40.11,1556
Nippon India Money Market Short Duration Plan - Direct Plan - Growth,Nippon India Mutual Fund,Debt,Short Duration,Money Market,Low,1,8.64,5.48,5.24,0.7,545.03,7664.73,20.7,1000,500,Manish Gunwani,Blend,0.2453887884267631,0.07488151658767775,0.13764776597876177,0.2510460251046025,0.6847457627118644,0.030645465359059182,40.07,1557
Canara Robeco Tax Saver ELSS Plan - Direct Plan - IDCW,Canara Robeco Mutual Fund,Equity,ELSS,Tax Saver,High,4,10.64,12.45,7.96,1.1,413.27,327.85,14.8,1500,1000,Anish Tawakley,Passive,0.2815551537070525,0.2400473933649289,0.19214586255259464,0.4184100418410042,0.48474576271186437,0.0012975380098275767,40.06,1558
Axis Corporate Credit Risk Plan - Direct Plan - Growth,Axis Mutual Fund,Debt,Credit Risk,Corporate,Moderately High,3,5.14,10.45,5.55,0.57,184.91,1101.91,9.8,1000,10000,Ajay Tyagi,Income,0.18209764918625676,0.19265402843601895,0.14385894610298533,0.19665271966527192,0.3152542372881356,0.004393820986235289,40.04,1559
Baroda BNP Paribas Pension Retirement Plan - Direct Plan - IDCW,Baroda BNP Paribas Mutual Fund,Solution Oriented,Retirement,Pension,Moderately High,2,11.13,11.11,14.09,1.11,563.96,2370.08,24.0,500,5000,Roshi Jain,Value,0.29041591320072335,0.20829383886255923,0.31496694049288715,0.4225941422594143,0.7966101694915255,0.009466571396010977,40.02,1560
Mirae Asset Flexi Cap Multi Cap Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Equity,Multi Cap,Flexi Cap,Moderately High,4,10.64,17.73,17.34,1.34,449.11,1030.84,1.4,2000,1000,Sankaran Naren,Growth,0.2815551537070525,0.36516587677725115,0.3800841514726507,0.5188284518828452,0.03050847457627118,0.00410953704037412,40.02,1561
Bank of India Low Duration Short Duration Scheme - Direct Plan - Growth,Bank of India Mutual Fund,Debt,Short Duration,Low Duration,Low to Moderate,3,9.16,6.0,5.87,0.37,656.83,801.06,2.9,1000,500,Sankaran Naren,Value,0.25479204339963835,0.08720379146919433,0.15027048687637745,0.11297071129707112,0.08135593220338982,0.0031904042828114453,40.02,1562
Bandhan Nifty Next 50 Index Fund Plan - Direct Plan - Growth,Bandhan Mutual Fund,Other,Index Fund,Nifty Next 50,Moderately High,2,12.29,8.8,9.61,0.3,776.91,906.2,4.3,1500,10000,Atul Kumar,Active,0.31139240506329113,0.15355450236966828,0.22520536966539767,0.08368200836820083,0.1288135593220339,0.0036109701202652693,40.01,1563
HDFC Balanced Advantage Aggressive Hybrid Scheme - Regular Plan - IDCW,HDFC Mutual Fund,Hybrid,Aggressive Hybrid,Balanced Advantage,Moderately High,3,16.27,14.87,14.655000000000001,1.08,521.3,5087.72,1.0,2500,1000,Sankaran Naren,Active,0.3833634719710669,0.2973933649289099,0.3262873171709076,0.4100418410041841,0.01694915254237288,0.020337282281478068,40.01,1564
